Kinase	Score	Rank	Method	Perc	Qrt	Uniprot_Gene	KinaseFamily
HGK/ZC1	0.218459253311738	51	UKA	0.3150684931506849	3	NA	NA
ERK5	0.254110689938032	47	UKA	0.3698630136986301	3	MAPK7	ERK
ERK1	0.181344165063822	58	UKA	0.2191780821917808	4	MAPK3	ERK
TBK1	0.240318245832219	49	UKA	0.3424657534246575	3	TBK1	IKK
Akt2/PKB[beta]	0.287690264147672	42	UKA	0.4383561643835616	3	AKT2	AKT
PFTAIRE2	0.209577147315101	54	UKA	0.273972602739726	3	CDK15	CDK
PRKY	0.535383788568465	23	UKA	0.6986301369863014	2	PRKY	PKA
PAK1	0.217706034582601	53	UKA	0.2876712328767123	3	PAK1	PAKA
PAK1	0.217706034582601	53	UKA	0.2876712328767123	3	PKN1	PKN
PKN1/PRK1	0.217972228841504	52	UKA	0.3013698630136986	3	NA	NA
MAPK14	0.177847000264049	59	UKA	0.2054794520547945	4	MAPK14	p38
Pim2	0.298908233570037	40	UKA	0.4657534246575342	3	PIM2	PIM
p70S6K[beta]	0.30301891317477	35	UKA	0.5342465753424658	2	RPS6KB2	RSK
ROCK2	0.186103192323165	57	UKA	0.2328767123287671	4	ROCK2	DMPK
PKC[epsilon]	0.228226131318657	50	UKA	0.3287671232876712	3	PRKCE	PKCH
PKC[eta]	0.194092401923486	55	UKA	0.2602739726027397	3	PRKCH	PKCH
PKC[gamma]	0.188244733542233	56	UKA	0.2465753424657534	4	PRKCG	PKCA
p38[delta]	0.150548248709862	61	UKA	0.1780821917808219	4	MAPK13	p38
RSK2	0.153410134818774	60	UKA	0.1917808219178082	4	RPS6KA3	RSK
RSK3	0.103814903048561	62	UKA	0.1643835616438356	4	RPS6KA2	RSK
PKC[beta]	0.0830844563867481	63	UKA	0.1506849315068493	4	PRKCB	PKCA
p38[beta]	0.075720639644131	64	UKA	0.136986301369863	4	MAPK11	p38
PKC[iota]	0.0726667631864923	65	UKA	0.1232876712328767	4	PRKCI	PKCI
RSK1/p90RSK	0.0673929154990565	66	UKA	0.1095890410958904	4	RPS6KA1	RSK
MSK1	0.0568823926671607	68	UKA	0.0821917808219178	4	RPS6KA5	RSK
MSK1	0.0568823926671607	68	UKA	0.0821917808219178	4	SIK1	QIK
CDK2	0.0507722815323449	69	UKA	0.0684931506849315	4	CDK2	CDK
PKC[delta]	0.0667070805723892	67	UKA	0.0958904109589041	4	PRKCD	PKCD
PKA[alpha]	0.0413363795967562	71	UKA	0.0410958904109589	4	NA	NA
CDK10	0.0433545773420072	70	UKA	0.0547945205479452	4	CDK10	CDK
PKG2	0.0153278716960519	72	UKA	0.0273972602739726	4	PRKG2	PKG
PKG1	0.0112105055465546	73	UKA	0.0136986301369863	4	PRKG1	PKG
BRAF	0.0048037084028206	74	UKA	0	4	BRAF	RAF
WNK	3.1597494336602843	1	KRSA	1	1	WNK1	WNK
WNK	3.1597494336602843	1	KRSA	1	1	WNK2	WNK
WNK	3.1597494336602843	1	KRSA	1	1	WNK3	WNK
WNK	3.1597494336602843	1	KRSA	1	1	WNK4	WNK
DYRK	-2.7374181950124714	2	KRSA	0.9875	1	DYRK1A	DYRK
DYRK	-2.7374181950124714	2	KRSA	0.9875	1	DYRK1B	DYRK
DYRK	-2.7374181950124714	2	KRSA	0.9875	1	DYRK2	DYRK
DYRK	-2.7374181950124714	2	KRSA	0.9875	1	HIPK2	DYRK
DYRK	-2.7374181950124714	2	KRSA	0.9875	1	DYRK3	DYRK
DYRK	-2.7374181950124714	2	KRSA	0.9875	1	DYRK4	DYRK
DYRK	-2.7374181950124714	2	KRSA	0.9875	1	HIPK1	DYRK
DYRK	-2.7374181950124714	2	KRSA	0.9875	1	HIPK3	DYRK
DYRK	-2.7374181950124714	2	KRSA	0.9875	1	HIPK4	DYRK
DYRK	-2.7374181950124714	2	KRSA	0.9875	1	PRPF4B	DYRK
PKCH	2.6147522018912737	3	KRSA	0.975	1	PRKCE	PKCH
PKCH	2.6147522018912737	3	KRSA	0.975	1	PRKCH	PKCH
JNK	-2.4665033104088847	4	KRSA	0.9625	1	MAPK10	JNK
JNK	-2.4665033104088847	4	KRSA	0.9625	1	MAPK8	JNK
JNK	-2.4665033104088847	4	KRSA	0.9625	1	MAPK9	JNK
ERK	-2.338898596492673	5	KRSA	0.95	1	MAPK1	ERK
ERK	-2.338898596492673	5	KRSA	0.95	1	MAPK15	ERK
ERK	-2.338898596492673	5	KRSA	0.95	1	MAPK3	ERK
ERK	-2.338898596492673	5	KRSA	0.95	1	MAPK7	ERK
ERK	-2.338898596492673	5	KRSA	0.95	1	MAPK6	ERK
ERK	-2.338898596492673	5	KRSA	0.95	1	MAPK4	ERK
PAKB	2.3091256931283946	6	KRSA	0.9375	1	PAK4	PAKB
PAKB	2.3091256931283946	6	KRSA	0.9375	1	PAK6	PAKB
PAKB	2.3091256931283946	6	KRSA	0.9375	1	PAK5	PAKB
STE7	-1.984582906135217	7	KRSA	0.925	1	MAP2K1	STE7
STE7	-1.984582906135217	7	KRSA	0.925	1	MAP2K4	STE7
STE7	-1.984582906135217	7	KRSA	0.925	1	MAP2K6	STE7
STE7	-1.984582906135217	7	KRSA	0.925	1	MAP2K7	STE7
STE7	-1.984582906135217	7	KRSA	0.925	1	MAP2K2	STE7
STE7	-1.984582906135217	7	KRSA	0.925	1	MAP2K3	STE7
STE7	-1.984582906135217	7	KRSA	0.925	1	MAP2K5	STE7
P38	-1.9760449129103899	8	KRSA	0.9125	1	NA	P38
CDK	-1.9195218836338186	9	KRSA	0.9	1	CDK1	CDK
CDK	-1.9195218836338186	9	KRSA	0.9	1	CDK2	CDK
CDK	-1.9195218836338186	9	KRSA	0.9	1	CDK3	CDK
CDK	-1.9195218836338186	9	KRSA	0.9	1	CDK4	CDK
CDK	-1.9195218836338186	9	KRSA	0.9	1	CDK5	CDK
CDK	-1.9195218836338186	9	KRSA	0.9	1	CDK6	CDK
CDK	-1.9195218836338186	9	KRSA	0.9	1	CDK7	CDK
CDK	-1.9195218836338186	9	KRSA	0.9	1	CDK8	CDK
CDK	-1.9195218836338186	9	KRSA	0.9	1	CDK9	CDK
CDK	-1.9195218836338186	9	KRSA	0.9	1	CDK12	CDK
CDK	-1.9195218836338186	9	KRSA	0.9	1	CDK14	CDK
CDK	-1.9195218836338186	9	KRSA	0.9	1	CDK15	CDK
CDK	-1.9195218836338186	9	KRSA	0.9	1	CDK16	CDK
CDK	-1.9195218836338186	9	KRSA	0.9	1	CDK20	CDK
CDK	-1.9195218836338186	9	KRSA	0.9	1	CDK10	CDK
CDK	-1.9195218836338186	9	KRSA	0.9	1	CDK11A	CDK
CDK	-1.9195218836338186	9	KRSA	0.9	1	CDK17	CDK
CDK	-1.9195218836338186	9	KRSA	0.9	1	CDK18	CDK
CDK	-1.9195218836338186	9	KRSA	0.9	1	CDK19	CDK
CDK	-1.9195218836338186	9	KRSA	0.9	1	CDK11B	CDK
CDK	-1.9195218836338186	9	KRSA	0.9	1	CDK13	CDK
PHK	-1.759717845533584	10	KRSA	0.8875	1	PHKG1	PHK
PHK	-1.759717845533584	10	KRSA	0.8875	1	PHKG2	PHK
MELK	-1.7531202895643923	11	KRSA	0.875	1	NA	MELK
MTOR	-1.6368533192088908	12	KRSA	0.8625	1	MTOR	MTOR
CK1	-1.5006887579290453	13	KRSA	0.85	1	CSNK1A1	CK1
CK1	-1.5006887579290453	13	KRSA	0.85	1	CSNK1D	CK1
CK1	-1.5006887579290453	13	KRSA	0.85	1	CSNK1E	CK1
CK1	-1.5006887579290453	13	KRSA	0.85	1	CSNK1G1	CK1
CK1	-1.5006887579290453	13	KRSA	0.85	1	CSNK1G2	CK1
CK1	-1.5006887579290453	13	KRSA	0.85	1	CSNK1G3	CK1
CK1	-1.5006887579290453	13	KRSA	0.85	1	TTBK1	CK1
CK1	-1.5006887579290453	13	KRSA	0.85	1	TTBK2	CK1
CK1	-1.5006887579290453	13	KRSA	0.85	1	VRK3	CK1
CK1	-1.5006887579290453	13	KRSA	0.85	1	CSNK1A1L	CK1
PKG	1.457707670541256	14	KRSA	0.8375	1	PRKG1	PKG
PKG	1.457707670541256	14	KRSA	0.8375	1	PRKG2	PKG
NEK	-1.429065618209936	15	KRSA	0.825	1	NEK2	NEK
NEK	-1.429065618209936	15	KRSA	0.825	1	NEK6	NEK
NEK	-1.429065618209936	15	KRSA	0.825	1	NEK9	NEK
NEK	-1.429065618209936	15	KRSA	0.825	1	NEK11	NEK
NEK	-1.429065618209936	15	KRSA	0.825	1	NEK3	NEK
NEK	-1.429065618209936	15	KRSA	0.825	1	NEK7	NEK
NEK	-1.429065618209936	15	KRSA	0.825	1	NEK4	NEK
NEK	-1.429065618209936	15	KRSA	0.825	1	NEK5	NEK
NEK	-1.429065618209936	15	KRSA	0.825	1	NEK8	NEK
GSK	-1.413804980560929	16	KRSA	0.8125	1	GSK3A	GSK
GSK	-1.413804980560929	16	KRSA	0.8125	1	GSK3B	GSK
RIPK	-1.4079998306110115	17	KRSA	0.8	1	RIPK1	RIPK
RIPK	-1.4079998306110115	17	KRSA	0.8	1	RIPK2	RIPK
RIPK	-1.4079998306110115	17	KRSA	0.8	1	RIPK3	RIPK
RIPK	-1.4079998306110115	17	KRSA	0.8	1	ANKK1	RIPK
RIPK	-1.4079998306110115	17	KRSA	0.8	1	RIPK4	RIPK
PKCA	1.3978685006448963	18	KRSA	0.7875	1	PRKCA	PKCA
PKCA	1.3978685006448963	18	KRSA	0.7875	1	PRKCB	PKCA
PKCA	1.3978685006448963	18	KRSA	0.7875	1	PRKCG	PKCA
AUR	1.3176966551803997	19	KRSA	0.775	1	AURKA	AUR
AUR	1.3176966551803997	19	KRSA	0.775	1	AURKB	AUR
AUR	1.3176966551803997	19	KRSA	0.775	1	AURKC	AUR
CAMK2	-1.2578099269001293	20	KRSA	0.7625	1	CAMK2A	CAMK2
CAMK2	-1.2578099269001293	20	KRSA	0.7625	1	CAMK2B	CAMK2
CAMK2	-1.2578099269001293	20	KRSA	0.7625	1	CAMK2D	CAMK2
CAMK2	-1.2578099269001293	20	KRSA	0.7625	1	CAMK2G	CAMK2
IRAK	-1.1799092699838734	21	KRSA	0.75	1	IRAK1	IRAK
IRAK	-1.1799092699838734	21	KRSA	0.75	1	IRAK4	IRAK
IRAK	-1.1799092699838734	21	KRSA	0.75	1	IRAK3	IRAK
IRAK	-1.1799092699838734	21	KRSA	0.75	1	IRAK2	IRAK
PDK1	-1.161615545250981	22	KRSA	0.7375	2	PDK1	PDK1
PDK1	-1.161615545250981	22	KRSA	0.7375	2	PDPK1	PDK1
CHK1	-1.1010720842802786	23	KRSA	0.725	2	NA	CHK1
PEK	-1.0905151060167437	24	KRSA	0.7125	2	EIF2AK1	PEK
PEK	-1.0905151060167437	24	KRSA	0.7125	2	EIF2AK2	PEK
PEK	-1.0905151060167437	24	KRSA	0.7125	2	EIF2AK3	PEK
PEK	-1.0905151060167437	24	KRSA	0.7125	2	EIF2AK4	PEK
PKCD	1.0793890426720982	25	KRSA	0.7	2	PRKCD	PKCD
PKCD	1.0793890426720982	25	KRSA	0.7	2	PRKCQ	PKCD
GRK	-1.0677690890933829	26	KRSA	0.6875	2	GRK5	GRK
GRK	-1.0677690890933829	26	KRSA	0.6875	2	GRK6	GRK
GRK	-1.0677690890933829	26	KRSA	0.6875	2	GRK1	GRK
GRK	-1.0677690890933829	26	KRSA	0.6875	2	GRK4	GRK
GRK	-1.0677690890933829	26	KRSA	0.6875	2	GRK7	GRK
ATR	-1.0606464062549714	27	KRSA	0.675	2	ATR	ATR
COT	1.0554116572242422	28	KRSA	0.6625	2	MAP3K8	COT
PRKDC	-1.0393826893900608	29	KRSA	0.65	2	PRKDC	PRKDC
IKK	-0.9794542909133742	30	KRSA	0.6375	2	CHUK	IKK
IKK	-0.9794542909133742	30	KRSA	0.6375	2	IKBKB	IKK
IKK	-0.9794542909133742	30	KRSA	0.6375	2	IKBKE	IKK
IKK	-0.9794542909133742	30	KRSA	0.6375	2	TBK1	IKK
LKB	-0.9643787657348499	31	KRSA	0.625	2	STK11	LKB
STE11	-0.9384957237706089	32	KRSA	0.6125	2	MAP3K1	STE11
STE11	-0.9384957237706089	32	KRSA	0.6125	2	MAP3K5	STE11
STE11	-0.9384957237706089	32	KRSA	0.6125	2	MAP3K6	STE11
STE11	-0.9384957237706089	32	KRSA	0.6125	2	MAP3K3	STE11
STE11	-0.9384957237706089	32	KRSA	0.6125	2	MAP3K4	STE11
STE11	-0.9384957237706089	32	KRSA	0.6125	2	MAP3K7	STE11
STE11	-0.9384957237706089	32	KRSA	0.6125	2	MAP3K15	STE11
STE11	-0.9384957237706089	32	KRSA	0.6125	2	MAP3K2	STE11
NMO	-0.9334086685199999	33	KRSA	0.6	2	NA	NMO
PIM	0.9214642671677967	34	KRSA	0.5875	2	PIM1	PIM
PIM	0.9214642671677967	34	KRSA	0.5875	2	PIM2	PIM
PIM	0.9214642671677967	34	KRSA	0.5875	2	PIM3	PIM
QIK	-0.8862513787072561	35	KRSA	0.575	2	SIK1	QIK
QIK	-0.8862513787072561	35	KRSA	0.575	2	SIK2	QIK
CK2	-0.8315266001383632	36	KRSA	0.5625	2	CSNK2A1	CK2
CK2	-0.8315266001383632	36	KRSA	0.5625	2	CSNK2A2	CK2
CK2	-0.8315266001383632	36	KRSA	0.5625	2	CSNK2A3	CK2
STKR	-0.8215092961882804	37	KRSA	0.55	2	BMPR1B	STKR
STKR	-0.8215092961882804	37	KRSA	0.55	2	TGFBR2	STKR
STKR	-0.8215092961882804	37	KRSA	0.55	2	ACVR1B	STKR
STKR	-0.8215092961882804	37	KRSA	0.55	2	TGFBR1	STKR
STKR	-0.8215092961882804	37	KRSA	0.55	2	ACVR1	STKR
STKR	-0.8215092961882804	37	KRSA	0.55	2	ACVR2B	STKR
STKR	-0.8215092961882804	37	KRSA	0.55	2	AMHR2	STKR
STKR	-0.8215092961882804	37	KRSA	0.55	2	BMPR1A	STKR
STKR	-0.8215092961882804	37	KRSA	0.55	2	BMPR2	STKR
STKR	-0.8215092961882804	37	KRSA	0.55	2	ACVR1C	STKR
STKR	-0.8215092961882804	37	KRSA	0.55	2	ACVR2A	STKR
STKR	-0.8215092961882804	37	KRSA	0.55	2	ACVRL1	STKR
SGK	0.8213048898804167	38	KRSA	0.5375	2	SGK1	SGK
SGK	0.8213048898804167	38	KRSA	0.5375	2	SGK3	SGK
SGK	0.8213048898804167	38	KRSA	0.5375	2	SGK2	SGK
MAPKAPK	0.7545167136513368	39	KRSA	0.525	2	MAPKAPK2	MAPKAPK
MAPKAPK	0.7545167136513368	39	KRSA	0.525	2	MAPKAPK5	MAPKAPK
MAPKAPK	0.7545167136513368	39	KRSA	0.525	2	MAPKAPK3	MAPKAPK
MAPKAPK	0.7545167136513368	39	KRSA	0.525	2	MKNK1	MAPKAPK
MAPKAPK	0.7545167136513368	39	KRSA	0.525	2	MKNK2	MAPKAPK
DAPK	-0.7314329095667206	40	KRSA	0.5125	2	DAPK1	DAPK
DAPK	-0.7314329095667206	40	KRSA	0.5125	2	DAPK3	DAPK
DAPK	-0.7314329095667206	40	KRSA	0.5125	2	STK17A	DAPK
DAPK	-0.7314329095667206	40	KRSA	0.5125	2	DAPK2	DAPK
DAPK	-0.7314329095667206	40	KRSA	0.5125	2	STK17B	DAPK
MARK	-0.718486292188094	41	KRSA	0.5	2	Smok1	MARK
MARK	-0.718486292188094	41	KRSA	0.5	2	Smok2a	MARK
MARK	-0.718486292188094	41	KRSA	0.5	2	Smok2b	MARK
NDR	-0.6889831057864326	42	KRSA	0.4875	3	LATS1	NDR
NDR	-0.6889831057864326	42	KRSA	0.4875	3	LATS2	NDR
NDR	-0.6889831057864326	42	KRSA	0.4875	3	STK38	NDR
NDR	-0.6889831057864326	42	KRSA	0.4875	3	STK38L	NDR
MLCK	-0.6724661203281227	43	KRSA	0.475	3	MYLK2	MLCK
MLCK	-0.6724661203281227	43	KRSA	0.475	3	TTN	MLCK
MLCK	-0.6724661203281227	43	KRSA	0.475	3	MYLK	MLCK
AKT	0.6557562250671772	44	KRSA	0.4625	3	AKT1	AKT
AKT	0.6557562250671772	44	KRSA	0.4625	3	AKT2	AKT
AKT	0.6557562250671772	44	KRSA	0.4625	3	AKT3	AKT
VRK1	-0.6305953834547225	45	KRSA	0.45	3	VRK1	VRK1
ATM	-0.5908419361925639	46	KRSA	0.4375	3	ATM	ATM
MSN	-0.5695043383353526	47	KRSA	0.425	3	MAP4K4	MSN
MSN	-0.5695043383353526	47	KRSA	0.425	3	TNIK	MSN
MSN	-0.5695043383353526	47	KRSA	0.425	3	NRK	MSN
CAMK1	-0.5562371988072279	48	KRSA	0.4125	3	CAMK1	CAMK1
CAMK1	-0.5562371988072279	48	KRSA	0.4125	3	CAMK4	CAMK1
CAMK1	-0.5562371988072279	48	KRSA	0.4125	3	CAMK1D	CAMK1
CAMK1	-0.5562371988072279	48	KRSA	0.4125	3	PNCK	CAMK1
CAMK1	-0.5562371988072279	48	KRSA	0.4125	3	CAMK1G	CAMK1
MLK	0.5323131817315231	49	KRSA	0.4	3	MAP3K10	MLK
MLK	0.5323131817315231	49	KRSA	0.4	3	MAP3K11	MLK
MLK	0.5323131817315231	49	KRSA	0.4	3	ILK	MLK
MLK	0.5323131817315231	49	KRSA	0.4	3	MAP3K12	MLK
MLK	0.5323131817315231	49	KRSA	0.4	3	MAP3K13	MLK
MLK	0.5323131817315231	49	KRSA	0.4	3	MAP3K9	MLK
MLK	0.5323131817315231	49	KRSA	0.4	3	TNNI3K	MLK
BARK2	-0.51759514685286645	50	KRSA	0.3875	3	GRK3	BARK2
FRAY	0.4426192097123525	51	KRSA	0.375	3	STK39	FRAY
FRAY	0.4426192097123525	51	KRSA	0.375	3	OXSR1	FRAY
NAK	-0.43173686684928164	52	KRSA	0.3625	3	BMP2K	NAK
NAK	-0.43173686684928164	52	KRSA	0.3625	3	STK16	NAK
NAK	-0.43173686684928164	52	KRSA	0.3625	3	AAK1	NAK
NAK	-0.43173686684928164	52	KRSA	0.3625	3	GAK	NAK
PKD	0.42003582489749025	53	KRSA	0.35	3	PRKD1	PKD
PKD	0.42003582489749025	53	KRSA	0.35	3	PRKD2	PKD
PKD	0.42003582489749025	53	KRSA	0.35	3	PRKD3	PKD
PKN	-0.41979238349463277	54	KRSA	0.3375	3	PKN1	PKN
PKN	-0.41979238349463277	54	KRSA	0.3375	3	PKN2	PKN
PKN	-0.41979238349463277	54	KRSA	0.3375	3	PKN3	PKN
NUAK	-0.4122995004788419	55	KRSA	0.325	3	NA	NUAK
TLK	-0.41043276694213304	56	KRSA	0.3125	3	TLK1	TLK
TLK	-0.41043276694213304	56	KRSA	0.3125	3	TLK2	TLK
TTK	-0.40877667999150785	57	KRSA	0.3	3	TTK	TTK
HAL	-0.40794730652467903	58	KRSA	0.2875	3	NPR1	HAL
PLK	-0.40375683343608726	59	KRSA	0.275	3	PLK1	PLK
PLK	-0.40375683343608726	59	KRSA	0.275	3	PLK3	PLK
PLK	-0.40375683343608726	59	KRSA	0.275	3	PLK4	PLK
PLK	-0.40375683343608726	59	KRSA	0.275	3	PLK2	PLK
PLK	-0.40375683343608726	59	KRSA	0.275	3	PLK5	PLK
PAKA	0.37386354779887143	60	KRSA	0.2625	3	PAK1	PAKA
PAKA	0.37386354779887143	60	KRSA	0.2625	3	PAK2	PAKA
PAKA	0.37386354779887143	60	KRSA	0.2625	3	PAK3	PAKA
RSK	-0.3696557121587695	61	KRSA	0.25	3	RPS6KA1	RSK
RSK	-0.3696557121587695	61	KRSA	0.25	3	RPS6KA3	RSK
RSK	-0.3696557121587695	61	KRSA	0.25	3	RPS6KA5	RSK
RSK	-0.3696557121587695	61	KRSA	0.25	3	RPS6KB1	RSK
RSK	-0.3696557121587695	61	KRSA	0.25	3	RPS6KB2	RSK
RSK	-0.3696557121587695	61	KRSA	0.25	3	RPS6KA2	RSK
RSK	-0.3696557121587695	61	KRSA	0.25	3	RPS6KA4	RSK
RSK	-0.3696557121587695	61	KRSA	0.25	3	RPS6KA6	RSK
SLK	-0.31727765020523874	62	KRSA	0.2375	4	STK10	SLK
SLK	-0.31727765020523874	62	KRSA	0.2375	4	SLK	SLK
MOS	-0.31055270479604635	63	KRSA	0.225	4	NA	MOS
RAD53	0.30350026303281097	64	KRSA	0.2125	4	NA	RAD53
PASK	-0.30077779941972643	65	KRSA	0.2	4	PASK	PASK
KHS	-0.2968083762078826	66	KRSA	0.1875	4	MAP4K1	KHS
KHS	-0.2968083762078826	66	KRSA	0.1875	4	MAP4K2	KHS
KHS	-0.2968083762078826	66	KRSA	0.1875	4	MAP4K5	KHS
KHS	-0.2968083762078826	66	KRSA	0.1875	4	MAP4K3	KHS
PDK	-0.2958104231032617	67	KRSA	0.175	4	NA	PDK
NIK	-0.29481018211429005	68	KRSA	0.15	4	MAP3K14	NIK
ULK	-0.29481018211429005	68	KRSA	0.15	4	ULK1	ULK
ULK	-0.29481018211429005	68	KRSA	0.15	4	STK36	ULK
ULK	-0.29481018211429005	68	KRSA	0.15	4	ULK2	ULK
ULK	-0.29481018211429005	68	KRSA	0.15	4	ULK3	ULK
ULK	-0.29481018211429005	68	KRSA	0.15	4	ULK4	ULK
BRSK	-0.2907858303499692	69	KRSA	0.1375	4	NA	BRSK
CLK	-0.28672278721782246	70	KRSA	0.125	4	CLK1	CLK
CLK	-0.28672278721782246	70	KRSA	0.125	4	CLK2	CLK
CLK	-0.28672278721782246	70	KRSA	0.125	4	CLK3	CLK
CLK	-0.28672278721782246	70	KRSA	0.125	4	CLK4	CLK
CAMKK	-0.28570077423046947	71	KRSA	0.1125	4	CAMKK1	CAMKK
CAMKK	-0.28570077423046947	71	KRSA	0.1125	4	CAMKK2	CAMKK
TAO	-0.2826192670501984	72	KRSA	0.1	4	TAOK1	TAO
TAO	-0.2826192670501984	72	KRSA	0.1	4	TAOK2	TAO
TAO	-0.2826192670501984	72	KRSA	0.1	4	TAOK3	TAO
BUD32	-0.2700460936652531	73	KRSA	0.0875	4	NA	BUD32
PKA	0.20986051114015222	74	KRSA	0.075	4	PRKACA	PKA
PKA	0.20986051114015222	74	KRSA	0.075	4	PRKX	PKA
PKA	0.20986051114015222	74	KRSA	0.075	4	PRKY	PKA
PKA	0.20986051114015222	74	KRSA	0.075	4	PRKACB	PKA
PKA	0.20986051114015222	74	KRSA	0.075	4	PRKACG	PKA
PKCI	0.17342377540772289	75	KRSA	0.0625	4	PRKCI	PKCI
PKCI	0.17342377540772289	75	KRSA	0.0625	4	PRKCZ	PKCI
RAF	0.11610284387547776	76	KRSA	0.05	4	ARAF	RAF
RAF	0.11610284387547776	76	KRSA	0.05	4	BRAF	RAF
RAF	0.11610284387547776	76	KRSA	0.05	4	RAF1	RAF
RAF	0.11610284387547776	76	KRSA	0.05	4	KSR1	RAF
RAF	0.11610284387547776	76	KRSA	0.05	4	KSR2	RAF
PDHK	0.09893116597982082	77	KRSA	0.0375	4	PDK2	PDHK
PDHK	0.09893116597982082	77	KRSA	0.0375	4	BCKDK	PDHK
PDHK	0.09893116597982082	77	KRSA	0.0375	4	PDK3	PDHK
PDHK	0.09893116597982082	77	KRSA	0.0375	4	PDK4	PDHK
AMPK	0.06898353762921523	78	KRSA	0.025	4	PRKAA1	AMPK
AMPK	0.06898353762921523	78	KRSA	0.025	4	PRKAA2	AMPK
MST	0.04523445073601967	79	KRSA	0.0125	4	STK3	MST
MST	0.04523445073601967	79	KRSA	0.0125	4	STK4	MST
DMPK	-0.03129823594906061	80	KRSA	0	4	ROCK1	DMPK
DMPK	-0.03129823594906061	80	KRSA	0	4	ROCK2	DMPK
DMPK	-0.03129823594906061	80	KRSA	0	4	CDC42BPA	DMPK
DMPK	-0.03129823594906061	80	KRSA	0	4	DMPK	DMPK
