Kinase	Score	Rank	Method	Perc	Qrt	Uniprot_Gene	KinaseFamily
ATM	-1.8515912334964215	21	KRSA	0.75	1	ATM	ATM
STE11	-1.6708938013166985	22	KRSA	0.7375	2	MAP3K1	STE11
STE11	-1.6708938013166985	22	KRSA	0.7375	2	MAP3K5	STE11
STE11	-1.6708938013166985	22	KRSA	0.7375	2	MAP3K6	STE11
STE11	-1.6708938013166985	22	KRSA	0.7375	2	MAP3K3	STE11
STE11	-1.6708938013166985	22	KRSA	0.7375	2	MAP3K4	STE11
STE11	-1.6708938013166985	22	KRSA	0.7375	2	MAP3K7	STE11
STE11	-1.6708938013166985	22	KRSA	0.7375	2	MAP3K15	STE11
STE11	-1.6708938013166985	22	KRSA	0.7375	2	MAP3K2	STE11
PIM	1.666178923361313	23	KRSA	0.725	2	PIM1	PIM
PIM	1.666178923361313	23	KRSA	0.725	2	PIM2	PIM
PIM	1.666178923361313	23	KRSA	0.725	2	PIM3	PIM
RAD53	1.6355363317849694	24	KRSA	0.7125	2	NA	RAD53
BARK2	-1.569845867024718	25	KRSA	0.7	2	GRK3	BARK2
CAMK1	1.5688712766409099	26	KRSA	0.6875	2	CAMK1	CAMK1
CAMK1	1.5688712766409099	26	KRSA	0.6875	2	CAMK4	CAMK1
CAMK1	1.5688712766409099	26	KRSA	0.6875	2	CAMK1D	CAMK1
CAMK1	1.5688712766409099	26	KRSA	0.6875	2	PNCK	CAMK1
CAMK1	1.5688712766409099	26	KRSA	0.6875	2	CAMK1G	CAMK1
PAKA	1.5514113145106982	27	KRSA	0.675	2	PAK1	PAKA
PAKA	1.5514113145106982	27	KRSA	0.675	2	PAK2	PAKA
PAKA	1.5514113145106982	27	KRSA	0.675	2	PAK3	PAKA
MTOR	-1.4637342943171108	28	KRSA	0.6625	2	MTOR	MTOR
PHK	1.4308081767463832	29	KRSA	0.65	2	PHKG1	PHK
PHK	1.4308081767463832	29	KRSA	0.65	2	PHKG2	PHK
MAPKAPK	1.3290008095962844	30	KRSA	0.6375	2	MAPKAPK2	MAPKAPK
MAPKAPK	1.3290008095962844	30	KRSA	0.6375	2	MAPKAPK5	MAPKAPK
MAPKAPK	1.3290008095962844	30	KRSA	0.6375	2	MAPKAPK3	MAPKAPK
MAPKAPK	1.3290008095962844	30	KRSA	0.6375	2	MKNK1	MAPKAPK
MAPKAPK	1.3290008095962844	30	KRSA	0.6375	2	MKNK2	MAPKAPK
TTK	-1.3215202817317278	31	KRSA	0.625	2	TTK	TTK
NAK	-1.3199530626334717	32	KRSA	0.6125	2	BMP2K	NAK
NAK	-1.3199530626334717	32	KRSA	0.6125	2	STK16	NAK
NAK	-1.3199530626334717	32	KRSA	0.6125	2	AAK1	NAK
NAK	-1.3199530626334717	32	KRSA	0.6125	2	GAK	NAK
RAF	-1.313621617391403	33	KRSA	0.6	2	ARAF	RAF
RAF	-1.313621617391403	33	KRSA	0.6	2	BRAF	RAF
RAF	-1.313621617391403	33	KRSA	0.6	2	RAF1	RAF
RAF	-1.313621617391403	33	KRSA	0.6	2	KSR1	RAF
RAF	-1.313621617391403	33	KRSA	0.6	2	KSR2	RAF
PKN	-1.294831362808452	34	KRSA	0.5875	2	PKN1	PKN
PKN	-1.294831362808452	34	KRSA	0.5875	2	PKN2	PKN
PKN	-1.294831362808452	34	KRSA	0.5875	2	PKN3	PKN
TLK	-1.2768423845256467	35	KRSA	0.575	2	TLK1	TLK
TLK	-1.2768423845256467	35	KRSA	0.575	2	TLK2	TLK
NUAK	-1.273771425370104	36	KRSA	0.5625	2	NA	NUAK
CHK1	1.2627690726579262	37	KRSA	0.55	2	NA	CHK1
GSK	-1.2269494399474583	38	KRSA	0.5375	2	GSK3A	GSK
GSK	-1.2269494399474583	38	KRSA	0.5375	2	GSK3B	GSK
PKD	1.220458889491688	39	KRSA	0.525	2	PRKD1	PKD
PKD	1.220458889491688	39	KRSA	0.525	2	PRKD2	PKD
PKD	1.220458889491688	39	KRSA	0.525	2	PRKD3	PKD
MLCK	-1.1713875447711513	40	KRSA	0.5125	2	MYLK2	MLCK
MLCK	-1.1713875447711513	40	KRSA	0.5125	2	TTN	MLCK
MLCK	-1.1713875447711513	40	KRSA	0.5125	2	MYLK	MLCK
COT	-1.1471525635590405	41	KRSA	0.5	2	MAP3K8	COT
KHS	1.1393863038606735	42	KRSA	0.4875	3	MAP4K1	KHS
KHS	1.1393863038606735	42	KRSA	0.4875	3	MAP4K2	KHS
KHS	1.1393863038606735	42	KRSA	0.4875	3	MAP4K5	KHS
KHS	1.1393863038606735	42	KRSA	0.4875	3	MAP4K3	KHS
PEK	-1.1280926648006382	43	KRSA	0.475	3	EIF2AK1	PEK
PEK	-1.1280926648006382	43	KRSA	0.475	3	EIF2AK2	PEK
PEK	-1.1280926648006382	43	KRSA	0.475	3	EIF2AK3	PEK
PEK	-1.1280926648006382	43	KRSA	0.475	3	EIF2AK4	PEK
BRSK	1.1008102406140252	44	KRSA	0.4625	3	NA	BRSK
TAO	1.0919642690639106	45	KRSA	0.45	3	TAOK1	TAO
TAO	1.0919642690639106	45	KRSA	0.45	3	TAOK2	TAO
TAO	1.0919642690639106	45	KRSA	0.45	3	TAOK3	TAO
PASK	1.079936948923935	46	KRSA	0.4375	3	PASK	PASK
FRAY	-1.062924878809965	47	KRSA	0.425	3	STK39	FRAY
FRAY	-1.062924878809965	47	KRSA	0.425	3	OXSR1	FRAY
MARK	1.05675090275929	48	KRSA	0.4125	3	Smok1	MARK
MARK	1.05675090275929	48	KRSA	0.4125	3	Smok2a	MARK
MARK	1.05675090275929	48	KRSA	0.4125	3	Smok2b	MARK
DAPK	0.9638941202881766	49	KRSA	0.4	3	DAPK1	DAPK
DAPK	0.9638941202881766	49	KRSA	0.4	3	DAPK3	DAPK
DAPK	0.9638941202881766	49	KRSA	0.4	3	STK17A	DAPK
DAPK	0.9638941202881766	49	KRSA	0.4	3	DAPK2	DAPK
DAPK	0.9638941202881766	49	KRSA	0.4	3	STK17B	DAPK
SLK	-0.9264484289207976	50	KRSA	0.3875	3	STK10	SLK
SLK	-0.9264484289207976	50	KRSA	0.3875	3	SLK	SLK
MOS	-0.9217991598102198	51	KRSA	0.375	3	NA	MOS
BUD32	-0.9098018949842882	52	KRSA	0.3625	3	NA	BUD32
ULK	-0.9088843580212544	53	KRSA	0.35	3	ULK1	ULK
ULK	-0.9088843580212544	53	KRSA	0.35	3	STK36	ULK
ULK	-0.9088843580212544	53	KRSA	0.35	3	ULK2	ULK
ULK	-0.9088843580212544	53	KRSA	0.35	3	ULK3	ULK
ULK	-0.9088843580212544	53	KRSA	0.35	3	ULK4	ULK
NIK	-0.9061362358718071	54	KRSA	0.3375	3	MAP3K14	NIK
PDK	-0.9024824605783442	55	KRSA	0.325	3	NA	PDK
WNK	-0.8879832832154698	56	KRSA	0.3125	3	WNK1	WNK
WNK	-0.8879832832154698	56	KRSA	0.3125	3	WNK2	WNK
WNK	-0.8879832832154698	56	KRSA	0.3125	3	WNK3	WNK
WNK	-0.8879832832154698	56	KRSA	0.3125	3	WNK4	WNK
CAMK2	-0.879432616330805	57	KRSA	0.3	3	CAMK2A	CAMK2
CAMK2	-0.879432616330805	57	KRSA	0.3	3	CAMK2B	CAMK2
CAMK2	-0.879432616330805	57	KRSA	0.3	3	CAMK2D	CAMK2
CAMK2	-0.879432616330805	57	KRSA	0.3	3	CAMK2G	CAMK2
CLK	-0.8790125827127708	58	KRSA	0.2875	3	CLK1	CLK
CLK	-0.8790125827127708	58	KRSA	0.2875	3	CLK2	CLK
CLK	-0.8790125827127708	58	KRSA	0.2875	3	CLK3	CLK
CLK	-0.8790125827127708	58	KRSA	0.2875	3	CLK4	CLK
CAMKK	-0.871884796628287	59	KRSA	0.275	3	CAMKK1	CAMKK
CAMKK	-0.871884796628287	59	KRSA	0.275	3	CAMKK2	CAMKK
PRKDC	-0.8712454783800834	60	KRSA	0.2625	3	PRKDC	PRKDC
IRAK	-0.7981986018176321	61	KRSA	0.25	3	IRAK1	IRAK
IRAK	-0.7981986018176321	61	KRSA	0.25	3	IRAK4	IRAK
IRAK	-0.7981986018176321	61	KRSA	0.25	3	IRAK3	IRAK
IRAK	-0.7981986018176321	61	KRSA	0.25	3	IRAK2	IRAK
NDR	0.6963332365564171	62	KRSA	0.2375	4	LATS1	NDR
NDR	0.6963332365564171	62	KRSA	0.2375	4	LATS2	NDR
NDR	0.6963332365564171	62	KRSA	0.2375	4	STK38	NDR
NDR	0.6963332365564171	62	KRSA	0.2375	4	STK38L	NDR
VRK1	0.6588825355861622	63	KRSA	0.225	4	VRK1	VRK1
PKCD	0.649361535687701	64	KRSA	0.2125	4	PRKCD	PKCD
PKCD	0.649361535687701	64	KRSA	0.2125	4	PRKCQ	PKCD
PKCH	-0.6428710656966725	65	KRSA	0.2	4	PRKCE	PKCH
PKCH	-0.6428710656966725	65	KRSA	0.2	4	PRKCH	PKCH
PKCI	0.6378719257841801	66	KRSA	0.1875	4	PRKCI	PKCI
PKCI	0.6378719257841801	66	KRSA	0.1875	4	PRKCZ	PKCI
CK1	-0.5854621265285366	67	KRSA	0.175	4	CSNK1A1	CK1
CK1	-0.5854621265285366	67	KRSA	0.175	4	CSNK1D	CK1
CK1	-0.5854621265285366	67	KRSA	0.175	4	CSNK1E	CK1
CK1	-0.5854621265285366	67	KRSA	0.175	4	CSNK1G1	CK1
CK1	-0.5854621265285366	67	KRSA	0.175	4	CSNK1G2	CK1
CK1	-0.5854621265285366	67	KRSA	0.175	4	CSNK1G3	CK1
CK1	-0.5854621265285366	67	KRSA	0.175	4	TTBK1	CK1
CK1	-0.5854621265285366	67	KRSA	0.175	4	TTBK2	CK1
CK1	-0.5854621265285366	67	KRSA	0.175	4	VRK3	CK1
CK1	-0.5854621265285366	67	KRSA	0.175	4	CSNK1A1L	CK1
SGK	0.5130457915332494	68	KRSA	0.1625	4	SGK1	SGK
SGK	0.5130457915332494	68	KRSA	0.1625	4	SGK3	SGK
SGK	0.5130457915332494	68	KRSA	0.1625	4	SGK2	SGK
CK2	-0.5127353524486699	69	KRSA	0.15	4	CSNK2A1	CK2
CK2	-0.5127353524486699	69	KRSA	0.15	4	CSNK2A2	CK2
CK2	-0.5127353524486699	69	KRSA	0.15	4	CSNK2A3	CK2
PDHK	0.29206633930094283	70	KRSA	0.1375	4	PDK2	PDHK
PDHK	0.29206633930094283	70	KRSA	0.1375	4	BCKDK	PDHK
PDHK	0.29206633930094283	70	KRSA	0.1375	4	PDK3	PDHK
PDHK	0.29206633930094283	70	KRSA	0.1375	4	PDK4	PDHK
NEK	-0.2481176641880506	71	KRSA	0.125	4	NEK2	NEK
NEK	-0.2481176641880506	71	KRSA	0.125	4	NEK6	NEK
NEK	-0.2481176641880506	71	KRSA	0.125	4	NEK9	NEK
NEK	-0.2481176641880506	71	KRSA	0.125	4	NEK11	NEK
NEK	-0.2481176641880506	71	KRSA	0.125	4	NEK3	NEK
NEK	-0.2481176641880506	71	KRSA	0.125	4	NEK7	NEK
NEK	-0.2481176641880506	71	KRSA	0.125	4	NEK4	NEK
NEK	-0.2481176641880506	71	KRSA	0.125	4	NEK5	NEK
NEK	-0.2481176641880506	71	KRSA	0.125	4	NEK8	NEK
GRK	-0.23356122966094287	72	KRSA	0.1125	4	GRK5	GRK
GRK	-0.23356122966094287	72	KRSA	0.1125	4	GRK6	GRK
GRK	-0.23356122966094287	72	KRSA	0.1125	4	GRK1	GRK
GRK	-0.23356122966094287	72	KRSA	0.1125	4	GRK4	GRK
GRK	-0.23356122966094287	72	KRSA	0.1125	4	GRK7	GRK
IKK	0.21409755880779197	73	KRSA	0.1	4	CHUK	IKK
IKK	0.21409755880779197	73	KRSA	0.1	4	IKBKB	IKK
IKK	0.21409755880779197	73	KRSA	0.1	4	IKBKE	IKK
IKK	0.21409755880779197	73	KRSA	0.1	4	TBK1	IKK
MSN	0.18666252794945287	74	KRSA	0.0875	4	MAP4K4	MSN
MSN	0.18666252794945287	74	KRSA	0.0875	4	TNIK	MSN
MSN	0.18666252794945287	74	KRSA	0.0875	4	NRK	MSN
HAL	0.1479099783124754	75	KRSA	0.075	4	NPR1	HAL
MELK	0.13483458798639938	76	KRSA	0.0625	4	NA	MELK
PAKB	0.12552208297134765	77	KRSA	0.05	4	PAK4	PAKB
PAKB	0.12552208297134765	77	KRSA	0.05	4	PAK6	PAKB
PAKB	0.12552208297134765	77	KRSA	0.05	4	PAK5	PAKB
MLK	-0.12471143204374374	78	KRSA	0.0375	4	MAP3K10	MLK
MLK	-0.12471143204374374	78	KRSA	0.0375	4	MAP3K11	MLK
MLK	-0.12471143204374374	78	KRSA	0.0375	4	ILK	MLK
MLK	-0.12471143204374374	78	KRSA	0.0375	4	MAP3K12	MLK
MLK	-0.12471143204374374	78	KRSA	0.0375	4	MAP3K13	MLK
